2023-02-08T09:44:38.090+0000	connected to: mongodb://[**REDACTED**]@localhost:27017/beacon2?authSource=admin
2023-02-08T09:55:14.092+0000	beacon2.Variants	8.05GB
2023-02-08T09:55:17.096+0000	beacon2.Variants	8.09GB
2023-02-08T09:55:20.090+0000	beacon2.Variants	8.13GB
2023-02-08T09:55:23.090+0000	beacon2.Variants	8.16GB
2023-02-08T09:55:26.092+0000	beacon2.Variants	8.20GB
2023-02-08T09:55:29.101+0000	beacon2.Variants	8.24GB
2023-02-08T09:55:32.093+0000	beacon2.Variants	8.27GB
2023-02-08T09:55:35.099+0000	beacon2.Variants	8.31GB
2023-02-08T09:55:38.090+0000	beacon2.Variants	8.35GB
2023-02-08T09:55:41.097+0000	beacon2.Variants	8.39GB
2023-02-08T09:55:44.090+0000	beacon2.Variants	8.43GB
2023-02-08T09:55:47.090+0000	beacon2.Variants	8.46GB
2023-02-08T09:55:50.091+0000	beacon2.Variants	8.50GB
2023-02-08T09:55:53.090+0000	beacon2.Variants	8.54GB
2023-02-08T09:55:56.092+0000	beacon2.Variants	8.58GB
2023-02-08T09:55:59.093+0000	beacon2.Variants	8.61GB
2023-02-08T09:56:02.096+0000	beacon2.Variants	8.65GB
2023-02-08T09:56:05.091+0000	beacon2.Variants	8.69GB
2023-02-08T09:56:08.105+0000	beacon2.Variants	8.73GB
2023-02-08T09:56:11.093+0000	beacon2.Variants	8.76GB
2023-02-08T09:56:14.095+0000	beacon2.Variants	8.80GB
2023-02-08T09:56:17.092+0000	beacon2.Variants	8.84GB
2023-02-08T09:56:20.095+0000	beacon2.Variants	8.88GB
2023-02-08T09:56:23.092+0000	beacon2.Variants	8.92GB
2023-02-08T09:56:26.091+0000	beacon2.Variants	8.95GB
2023-02-08T09:56:29.090+0000	beacon2.Variants	8.99GB
2023-02-08T09:56:32.092+0000	beacon2.Variants	9.03GB
2023-02-08T09:56:35.090+0000	beacon2.Variants	9.07GB
2023-02-08T09:56:38.095+0000	beacon2.Variants	9.10GB
2023-02-08T09:56:41.096+0000	beacon2.Variants	9.14GB
2023-02-08T09:56:44.094+0000	beacon2.Variants	9.18GB
2023-02-08T09:56:47.091+0000	beacon2.Variants	9.22GB
2023-02-08T09:56:50.095+0000	beacon2.Variants	9.26GB
2023-02-08T09:56:53.095+0000	beacon2.Variants	9.29GB
2023-02-08T09:56:56.090+0000	beacon2.Variants	9.33GB
2023-02-08T09:56:59.097+0000	beacon2.Variants	9.37GB
2023-02-08T09:57:02.098+0000	beacon2.Variants	9.41GB
2023-02-08T09:57:05.091+0000	beacon2.Variants	9.45GB
2023-02-08T09:57:08.091+0000	beacon2.Variants	9.49GB
2023-02-08T09:57:11.091+0000	beacon2.Variants	9.52GB
2023-02-08T09:57:14.103+0000	beacon2.Variants	9.56GB
2023-02-08T09:57:17.090+0000	beacon2.Variants	9.60GB
2023-02-08T09:57:20.090+0000	beacon2.Variants	9.64GB
2023-02-08T09:57:23.093+0000	beacon2.Variants	9.68GB
2023-02-08T09:57:26.097+0000	beacon2.Variants	9.71GB
2023-02-08T09:57:29.096+0000	beacon2.Variants	9.75GB
2023-02-08T09:57:32.094+0000	beacon2.Variants	9.79GB
2023-02-08T09:57:35.091+0000	beacon2.Variants	9.83GB
2023-02-08T09:57:38.096+0000	beacon2.Variants	9.86GB
2023-02-08T09:57:41.092+0000	beacon2.Variants	9.90GB
2023-02-08T09:57:44.092+0000	beacon2.Variants	9.94GB
2023-02-08T09:57:47.101+0000	beacon2.Variants	9.98GB
2023-02-08T09:57:50.093+0000	beacon2.Variants	10.0GB
2023-02-08T09:57:53.090+0000	beacon2.Variants	10.1GB
2023-02-08T09:57:56.095+0000	beacon2.Variants	10.1GB
2023-02-08T09:57:59.094+0000	beacon2.Variants	10.1GB
2023-02-08T09:58:02.091+0000	beacon2.Variants	10.2GB
2023-02-08T09:58:05.104+0000	beacon2.Variants	10.2GB
2023-02-08T09:58:08.105+0000	beacon2.Variants	10.2GB
2023-02-08T09:58:11.097+0000	beacon2.Variants	10.3GB
2023-02-08T09:58:14.091+0000	beacon2.Variants	10.3GB
2023-02-08T09:58:17.093+0000	beacon2.Variants	10.3GB
2023-02-08T09:58:20.090+0000	beacon2.Variants	10.4GB
2023-02-08T09:58:23.090+0000	beacon2.Variants	10.4GB
2023-02-08T09:58:26.092+0000	beacon2.Variants	10.5GB
2023-02-08T09:58:29.095+0000	beacon2.Variants	10.5GB
2023-02-08T09:58:32.094+0000	beacon2.Variants	10.5GB
2023-02-08T09:58:35.092+0000	beacon2.Variants	10.6GB
2023-02-08T09:58:38.091+0000	beacon2.Variants	10.6GB
2023-02-08T09:58:41.094+0000	beacon2.Variants	10.7GB
2023-02-08T09:58:44.090+0000	beacon2.Variants	10.7GB
2023-02-08T09:58:47.094+0000	beacon2.Variants	10.7GB
2023-02-08T09:58:50.091+0000	beacon2.Variants	10.8GB
2023-02-08T09:58:53.091+0000	beacon2.Variants	10.8GB
2023-02-08T09:58:56.090+0000	beacon2.Variants	10.8GB
2023-02-08T09:58:59.091+0000	beacon2.Variants	10.9GB
2023-02-08T09:59:02.095+0000	beacon2.Variants	10.9GB
2023-02-08T09:59:05.102+0000	beacon2.Variants	11.0GB
2023-02-08T09:59:08.090+0000	beacon2.Variants	11.0GB
2023-02-08T09:59:11.091+0000	beacon2.Variants	11.0GB
2023-02-08T09:59:14.091+0000	beacon2.Variants	11.1GB
2023-02-08T09:59:17.091+0000	beacon2.Variants	11.1GB
2023-02-08T09:59:20.093+0000	beacon2.Variants	11.2GB
2023-02-08T09:59:23.092+0000	beacon2.Variants	11.2GB
2023-02-08T09:59:26.090+0000	beacon2.Variants	11.2GB
2023-02-08T09:59:29.091+0000	beacon2.Variants	11.3GB
2023-02-08T09:59:32.092+0000	beacon2.Variants	11.3GB
2023-02-08T09:59:35.104+0000	beacon2.Variants	11.3GB
2023-02-08T09:59:38.115+0000	beacon2.Variants	11.4GB
2023-02-08T09:59:41.092+0000	beacon2.Variants	11.4GB
2023-02-08T09:59:44.094+0000	beacon2.Variants	11.4GB
2023-02-08T09:59:47.105+0000	beacon2.Variants	11.5GB
2023-02-08T09:59:50.090+0000	beacon2.Variants	11.5GB
2023-02-08T09:59:53.094+0000	beacon2.Variants	11.6GB
2023-02-08T09:59:56.094+0000	beacon2.Variants	11.6GB
2023-02-08T09:59:59.090+0000	beacon2.Variants	11.6GB
2023-02-08T10:00:02.092+0000	beacon2.Variants	11.7GB
2023-02-08T10:00:05.092+0000	beacon2.Variants	11.7GB
2023-02-08T10:00:08.095+0000	beacon2.Variants	11.8GB
2023-02-08T10:00:11.093+0000	beacon2.Variants	11.8GB
2023-02-08T10:00:14.096+0000	beacon2.Variants	11.8GB
2023-02-08T10:00:17.094+0000	beacon2.Variants	11.9GB
2023-02-08T10:00:20.098+0000	beacon2.Variants	11.9GB
2023-02-08T10:00:23.093+0000	beacon2.Variants	11.9GB
2023-02-08T10:00:26.095+0000	beacon2.Variants	12.0GB
2023-02-08T10:00:29.093+0000	beacon2.Variants	12.0GB
2023-02-08T10:00:32.091+0000	beacon2.Variants	12.1GB
2023-02-08T10:00:35.094+0000	beacon2.Variants	12.1GB
2023-02-08T10:00:38.096+0000	beacon2.Variants	12.1GB
2023-02-08T10:00:41.090+0000	beacon2.Variants	12.2GB
2023-02-08T10:00:44.106+0000	beacon2.Variants	12.2GB
2023-02-08T10:00:47.091+0000	beacon2.Variants	12.2GB
2023-02-08T10:00:50.098+0000	beacon2.Variants	12.3GB
2023-02-08T10:00:53.090+0000	beacon2.Variants	12.3GB
2023-02-08T10:00:56.093+0000	beacon2.Variants	12.4GB
2023-02-08T10:00:59.090+0000	beacon2.Variants	12.4GB
2023-02-08T10:01:02.090+0000	beacon2.Variants	12.4GB
2023-02-08T10:01:05.092+0000	beacon2.Variants	12.5GB
2023-02-08T10:01:08.094+0000	beacon2.Variants	12.5GB
2023-02-08T10:01:11.100+0000	beacon2.Variants	12.6GB
2023-02-08T10:01:14.091+0000	beacon2.Variants	12.6GB
2023-02-08T10:01:17.091+0000	beacon2.Variants	12.6GB
2023-02-08T10:01:20.091+0000	beacon2.Variants	12.7GB
2023-02-08T10:01:23.091+0000	beacon2.Variants	12.7GB
2023-02-08T10:01:26.096+0000	beacon2.Variants	12.7GB
2023-02-08T10:01:29.093+0000	beacon2.Variants	12.8GB
2023-02-08T10:01:32.090+0000	beacon2.Variants	12.8GB
2023-02-08T10:01:35.097+0000	beacon2.Variants	12.9GB
2023-02-08T10:01:38.091+0000	beacon2.Variants	12.9GB
2023-02-08T10:01:41.094+0000	beacon2.Variants	12.9GB
2023-02-08T10:01:44.102+0000	beacon2.Variants	13.0GB
2023-02-08T10:01:47.090+0000	beacon2.Variants	13.0GB
2023-02-08T10:01:50.091+0000	beacon2.Variants	13.1GB
2023-02-08T10:01:53.090+0000	beacon2.Variants	13.1GB
2023-02-08T10:01:56.091+0000	beacon2.Variants	13.1GB
2023-02-08T10:01:59.090+0000	beacon2.Variants	13.2GB
2023-02-08T10:02:02.099+0000	beacon2.Variants	13.2GB
2023-02-08T10:02:05.094+0000	beacon2.Variants	13.2GB
2023-02-08T10:02:08.092+0000	beacon2.Variants	13.3GB
2023-02-08T10:02:11.091+0000	beacon2.Variants	13.3GB
2023-02-08T10:02:14.090+0000	beacon2.Variants	13.3GB
2023-02-08T10:02:17.090+0000	beacon2.Variants	13.4GB
2023-02-08T10:02:20.091+0000	beacon2.Variants	13.4GB
2023-02-08T10:02:23.092+0000	beacon2.Variants	13.5GB
2023-02-08T10:02:26.096+0000	beacon2.Variants	13.5GB
2023-02-08T10:02:29.094+0000	beacon2.Variants	13.5GB
2023-02-08T10:02:32.091+0000	beacon2.Variants	13.6GB
2023-02-08T10:02:35.091+0000	beacon2.Variants	13.6GB
2023-02-08T10:02:38.094+0000	beacon2.Variants	13.7GB
2023-02-08T10:02:41.092+0000	beacon2.Variants	13.7GB
2023-02-08T10:02:44.090+0000	beacon2.Variants	13.7GB
2023-02-08T10:02:47.091+0000	beacon2.Variants	13.8GB
2023-02-08T10:02:50.096+0000	beacon2.Variants	13.8GB
2023-02-08T10:02:53.094+0000	beacon2.Variants	13.8GB
2023-02-08T10:02:56.091+0000	beacon2.Variants	13.9GB
2023-02-08T10:02:59.104+0000	beacon2.Variants	13.9GB
2023-02-08T10:03:02.092+0000	beacon2.Variants	14.0GB
2023-02-08T10:03:05.094+0000	beacon2.Variants	14.0GB
2023-02-08T10:03:08.096+0000	beacon2.Variants	14.0GB
2023-02-08T10:03:11.090+0000	beacon2.Variants	14.1GB
2023-02-08T10:03:14.095+0000	beacon2.Variants	14.1GB
2023-02-08T10:03:17.092+0000	beacon2.Variants	14.2GB
2023-02-08T10:03:20.091+0000	beacon2.Variants	14.2GB
2023-02-08T10:03:23.093+0000	beacon2.Variants	14.2GB
2023-02-08T10:03:26.094+0000	beacon2.Variants	14.3GB
2023-02-08T10:03:29.090+0000	beacon2.Variants	14.3GB
2023-02-08T10:03:32.091+0000	beacon2.Variants	14.3GB
2023-02-08T10:03:35.090+0000	beacon2.Variants	14.4GB
2023-02-08T10:03:38.091+0000	beacon2.Variants	14.4GB
2023-02-08T10:03:41.090+0000	beacon2.Variants	14.4GB
2023-02-08T10:03:44.091+0000	beacon2.Variants	14.5GB
2023-02-08T10:03:47.090+0000	beacon2.Variants	14.5GB
2023-02-08T10:03:50.093+0000	beacon2.Variants	14.6GB
2023-02-08T10:03:53.092+0000	beacon2.Variants	14.6GB
2023-02-08T10:03:56.093+0000	beacon2.Variants	14.6GB
2023-02-08T10:03:59.091+0000	beacon2.Variants	14.7GB
2023-02-08T10:04:02.091+0000	beacon2.Variants	14.7GB
2023-02-08T10:04:05.093+0000	beacon2.Variants	14.8GB
2023-02-08T10:04:08.090+0000	beacon2.Variants	14.8GB
2023-02-08T10:04:11.091+0000	beacon2.Variants	14.8GB
2023-02-08T10:04:14.092+0000	beacon2.Variants	14.9GB
2023-02-08T10:04:17.102+0000	beacon2.Variants	14.9GB
2023-02-08T10:04:20.091+0000	beacon2.Variants	14.9GB
2023-02-08T10:04:23.090+0000	beacon2.Variants	15.0GB
2023-02-08T10:04:26.091+0000	beacon2.Variants	15.0GB
2023-02-08T10:04:29.093+0000	beacon2.Variants	15.1GB
2023-02-08T10:04:32.091+0000	beacon2.Variants	15.1GB
2023-02-08T10:04:35.091+0000	beacon2.Variants	15.1GB
2023-02-08T10:04:38.090+0000	beacon2.Variants	15.2GB
2023-02-08T10:04:41.091+0000	beacon2.Variants	15.2GB
2023-02-08T10:04:44.093+0000	beacon2.Variants	15.2GB
2023-02-08T10:04:47.090+0000	beacon2.Variants	15.3GB
2023-02-08T10:04:50.094+0000	beacon2.Variants	15.3GB
2023-02-08T10:04:53.095+0000	beacon2.Variants	15.4GB
2023-02-08T10:04:56.091+0000	beacon2.Variants	15.4GB
2023-02-08T10:04:59.091+0000	beacon2.Variants	15.4GB
2023-02-08T10:05:02.093+0000	beacon2.Variants	15.5GB
2023-02-08T10:05:05.095+0000	beacon2.Variants	15.5GB
2023-02-08T10:05:08.099+0000	beacon2.Variants	15.6GB
2023-02-08T10:05:11.099+0000	beacon2.Variants	15.6GB
2023-02-08T10:05:14.090+0000	beacon2.Variants	15.6GB
2023-02-08T10:05:17.097+0000	beacon2.Variants	15.7GB
2023-02-08T10:05:20.098+0000	beacon2.Variants	15.7GB
2023-02-08T10:05:23.091+0000	beacon2.Variants	15.7GB
2023-02-08T10:05:26.095+0000	beacon2.Variants	15.8GB
2023-02-08T10:05:29.101+0000	beacon2.Variants	15.8GB
2023-02-08T10:05:32.090+0000	beacon2.Variants	15.9GB
2023-02-08T10:05:35.090+0000	beacon2.Variants	15.9GB
2023-02-08T10:05:38.091+0000	beacon2.Variants	15.9GB
2023-02-08T10:05:41.096+0000	beacon2.Variants	16.0GB
2023-02-08T10:05:44.091+0000	beacon2.Variants	16.0GB
